batch_size,64,128,256,384,512,768,1024
8,1,1,1,1,1,1,1
8,2.4359952502994333,1.0566469225532793,1.0118614907115602,1.605791459583343,2.1587005098638112,2.2370742176167338,2.2906563650700464
8,2.446854038873545,1.0975522965494238,1.0499897525180495,1.6815689092255854,2.1738226480239056,2.258854795054776,2.313137534956218
16,1,1,1,1,1,1,1
16,2.0263651051444533,1.0425734883768085,1.5769158695043075,2.3124508908545063,2.21738033593715,2.4339364613313137,2.3388867163652427
16,2.060979989628657,1.1483128071711126,1.636173428883292,2.3301810806836354,2.2377764756416467,2.4308306308466525,2.3819015158312116
