iteration,round_1,round_2,round_3,round_4,round_5
1,26.428,26.439,26.952,26.406,26.223
2,24.473,25.247,25.028,25.915,25.716
3,24.473,25.247,25.028,25.915,23.811
4,24.473,25.247,25.028,24.49,23.811
5,24.473,25.247,25.028,24.49,23.811
6,24.062,25.247,25.028,24.49,23.811
7,24.062,25.247,23.722,24.49,23.811
8,24.062,24.88,23.722,24.49,23.563
9,24.062,24.88,23.722,24.49,23.563
10,24.062,24.449,23.722,24.49,23.563
11,24.062,24.449,23.722,24.49,23.563
12,24.062,24.449,23.722,24.481,23.563
13,24.062,24.449,23.722,24.481,23.563
14,24.062,24.449,23.722,24.481,23.563
15,24.062,23.867,23.722,24.481,23.563
16,24.062,23.867,23.722,24.481,23.563
17,24.062,23.867,23.722,24.481,23.563
18,24.062,23.867,23.546,24.481,23.563
19,23.552,23.867,23.546,24.481,23.563
20,23.552,23.867,23.546,24.133,23.563
21,23.552,23.867,23.546,24.133,23.563
22,23.552,23.867,23.546,24.133,23.563
23,23.552,23.867,23.546,24.133,23.563
24,23.552,23.867,23.502,24.133,23.563
25,23.552,23.867,23.502,24.133,23.563
26,23.552,23.867,23.502,24.133,23.563
27,23.552,23.867,23.502,24.133,23.563
28,23.552,23.867,23.502,24.133,23.563
29,23.552,23.867,23.502,24.133,23.563
30,23.552,23.867,23.502,24.133,23.563
31,23.552,23.867,23.502,24.133,23.563
32,23.552,23.867,23.502,24.133,23.563
33,23.552,23.867,23.502,24.133,23.563
34,23.552,23.867,23.502,24.133,23.563
35,23.552,23.867,23.502,24.133,23.563
36,23.552,23.867,23.502,24.133,23.563
37,23.552,23.867,23.502,23.647,23.563
38,23.552,23.867,23.502,23.647,23.563
39,23.552,23.867,23.502,23.647,23.563
40,23.552,23.66,23.502,23.647,23.563
41,23.552,23.66,23.502,23.647,23.563
42,23.552,23.66,23.502,23.647,23.563
43,23.552,23.572,23.502,23.647,23.563
44,23.552,23.572,23.502,23.647,23.563
45,23.552,23.572,23.502,23.647,23.563
46,23.552,23.572,23.502,23.647,23.563
47,23.552,23.572,23.502,23.647,23.563
48,23.552,23.572,23.502,23.647,23.563
49,23.552,23.572,23.502,23.647,23.563
50,23.552,23.572,23.502,23.647,23.563
51,23.552,23.572,23.502,23.647,23.563
52,23.552,23.572,23.502,23.578,23.563
53,23.552,23.572,23.502,23.578,23.563
54,23.552,23.572,23.502,23.578,23.563
55,23.552,23.572,23.502,23.578,23.563
56,23.552,23.572,23.502,23.513,23.563
57,23.552,23.572,23.502,23.513,23.563
58,23.552,23.572,23.502,23.513,23.563
59,23.552,23.572,23.502,23.513,23.563
60,23.552,23.572,23.502,23.513,23.563
61,23.552,23.572,23.502,23.513,23.563
62,23.552,23.572,23.502,23.513,23.563
63,23.552,23.572,23.502,23.513,23.563
64,23.552,23.572,23.502,23.513,23.563
65,23.552,23.572,23.502,23.513,23.356
66,23.552,23.572,23.502,23.513,23.356
67,23.552,23.572,23.502,23.513,23.356
68,23.552,23.572,23.502,23.513,23.356
69,23.552,23.572,23.502,23.513,23.356
70,23.552,23.572,23.502,23.513,23.356
71,23.552,23.572,23.502,23.513,23.356
72,23.552,23.572,23.502,23.513,23.356
73,23.552,23.572,23.502,23.513,23.356
74,23.552,23.572,23.502,23.513,23.356
75,23.552,23.572,23.502,23.513,23.356
76,23.552,23.532,23.502,23.363,23.356
77,23.552,23.532,23.502,23.363,23.356
78,23.552,23.532,23.502,23.363,23.356
79,23.552,23.532,23.502,23.363,23.356
80,23.552,23.532,23.502,23.363,23.356
81,23.552,23.532,23.502,23.363,23.356
82,23.552,23.532,23.502,23.363,23.356
83,23.552,23.532,23.502,23.363,23.356
84,23.552,23.532,23.502,23.363,23.356
85,23.552,23.532,23.502,23.363,23.356
86,23.552,23.532,23.502,23.363,23.356
87,23.552,23.532,23.502,23.363,23.356
88,23.552,23.532,23.502,23.363,23.356
89,23.552,23.532,23.502,23.363,23.356
90,23.552,23.532,23.502,23.363,23.356
91,23.552,23.532,23.502,23.363,23.356
92,23.552,23.532,23.502,23.363,23.356
93,23.552,23.532,23.502,23.363,23.356
94,23.552,23.532,23.502,23.363,23.356
95,23.552,23.532,23.502,23.363,23.356
96,23.552,23.532,23.502,23.363,23.356
97,23.552,23.532,23.502,23.363,23.356
98,23.552,23.532,23.502,23.363,23.356
99,23.552,23.532,23.502,23.363,23.356
100,23.552,23.532,23.502,23.363,23.356
101,23.552,23.532,23.502,23.363,23.356
102,23.552,23.532,23.502,23.363,23.356
103,23.552,23.532,23.502,23.363,23.356
104,23.552,23.532,23.502,23.363,23.356
105,23.552,23.532,23.502,23.363,23.356
106,23.552,23.532,23.502,23.363,23.356
107,23.552,23.532,23.502,23.363,23.356
108,23.552,23.532,23.502,23.363,23.356
109,23.552,23.532,23.502,23.363,23.356
110,23.552,23.532,23.502,23.363,23.356
111,23.552,23.532,23.502,23.363,23.356
112,23.552,23.532,23.502,23.363,23.356
113,23.552,23.532,23.502,23.363,23.356
114,23.552,23.532,23.502,23.363,23.356
115,23.552,23.532,23.502,23.363,23.356
116,23.552,23.532,23.502,23.363,23.356
117,23.552,23.532,23.502,23.363,23.356
118,23.552,23.532,23.502,23.363,23.356
119,23.552,23.532,23.502,23.363,23.356
120,23.552,23.532,23.502,23.363,23.356
121,23.552,23.532,23.502,23.363,23.356
122,23.552,23.532,23.502,23.363,23.356
123,23.552,23.432,23.502,23.331,23.356
124,23.552,23.432,23.502,23.331,23.356
125,23.552,23.432,23.502,23.331,23.356
126,23.552,23.432,23.502,23.331,23.356
127,23.552,23.432,23.502,23.331,23.356
128,23.552,23.432,23.502,23.331,23.356
