iteration,round_1,round_2,round_3,round_4,round_5
1,25.885,25.238,26.026,25.981,26.256
2,25.885,25.238,24.241,25.981,26.256
3,25.885,24.489,24.241,25.661,25.188
4,25.885,24.489,24.241,25.661,25.188
5,23.59,24.489,24.241,25.614,25.188
6,23.473,24.489,24.241,25.614,25.188
7,23.473,24.489,24.241,25.614,25.188
8,23.473,23.845,24.241,25.004,24.95
9,23.473,23.845,24.241,25.004,24.903
10,23.473,23.845,24.241,25.004,23.603
11,23.473,23.845,24.241,24.887,23.603
12,23.473,23.845,24.241,24.887,23.603
13,23.473,23.845,24.241,24.887,23.603
14,23.473,23.845,24.241,24.887,23.603
15,23.473,23.845,24.241,24.887,23.603
16,23.473,23.845,24.241,24.887,23.603
17,23.473,23.845,24.241,24.887,23.603
18,23.473,23.845,24.241,24.887,23.603
19,23.473,23.845,23.542,24.55,23.603
20,23.473,23.845,23.542,24.55,23.603
21,23.473,23.845,23.542,24.55,23.603
22,23.473,23.845,23.542,24.55,23.603
23,23.473,23.845,23.542,24.55,23.603
24,23.473,23.845,23.542,24.55,23.603
25,23.473,23.845,23.542,24.55,23.603
26,23.473,23.845,23.542,24.55,23.603
27,23.473,23.845,23.542,24.55,23.603
28,23.473,23.845,23.542,24.55,23.603
29,23.473,23.845,23.542,24.55,23.603
30,23.473,23.845,23.542,24.55,23.603
31,23.473,23.845,23.542,24.55,23.603
32,23.473,23.845,23.305,24.55,23.603
33,23.473,23.845,23.305,24.55,23.603
34,23.473,23.845,23.305,24.55,23.603
35,23.473,23.845,23.305,24.55,23.603
36,23.473,23.845,23.305,24.55,23.603
37,23.473,23.845,23.305,24.55,23.603
38,23.473,23.845,23.305,24.55,23.603
39,23.473,23.845,23.305,24.343,23.603
40,23.473,23.686,23.305,24.343,23.603
41,23.473,23.686,23.305,24.343,23.603
42,23.473,23.686,23.305,23.774,23.603
43,23.473,23.686,23.305,23.774,23.603
44,23.473,23.686,23.305,23.774,23.603
45,23.473,23.686,23.305,23.774,23.603
46,23.473,23.686,23.305,23.774,23.603
47,23.473,23.686,23.305,23.774,23.603
48,23.473,23.686,23.305,23.774,23.603
49,23.473,23.686,23.305,23.619,23.603
50,23.473,23.686,23.305,23.619,23.603
51,23.473,23.686,23.305,23.619,23.603
52,23.473,23.686,23.305,23.619,23.603
53,23.473,23.686,23.305,23.503,23.603
54,23.473,23.686,23.305,23.503,23.603
55,23.473,23.686,23.305,23.503,23.603
56,23.473,23.686,23.305,23.503,23.603
57,23.473,23.686,23.305,23.503,23.603
58,23.473,23.686,23.305,23.503,23.603
59,23.473,23.686,23.305,23.503,23.603
60,23.473,23.686,23.305,23.503,23.603
61,23.473,23.563,23.305,23.503,23.603
62,23.473,23.563,23.305,23.503,23.603
63,23.473,23.563,23.305,23.503,23.603
64,23.473,23.563,23.305,23.503,23.603
65,23.473,23.563,23.305,23.454,23.603
66,23.473,23.563,23.305,23.454,23.603
67,23.473,23.563,23.305,23.454,23.603
68,23.473,23.563,23.305,23.454,23.603
69,23.454,23.563,23.305,23.454,23.603
70,23.454,23.563,23.305,23.454,23.562
71,23.454,23.563,23.305,23.454,23.562
72,23.454,23.563,23.305,23.454,23.562
73,23.454,23.563,23.305,23.454,23.562
74,23.454,23.563,23.305,23.454,23.562
75,23.454,23.563,23.305,23.454,23.562
76,23.454,23.563,23.305,23.454,23.562
77,23.454,23.563,23.305,23.454,23.562
78,23.454,23.563,23.305,23.454,23.562
79,23.454,23.563,23.305,23.454,23.562
80,23.454,23.563,23.305,23.454,23.562
81,23.454,23.563,23.305,23.454,23.562
82,23.454,23.563,23.305,23.454,23.301
83,23.454,23.563,23.305,23.454,23.301
84,23.454,23.563,23.305,23.454,23.301
85,23.454,23.563,23.305,23.454,23.301
86,23.454,23.563,23.305,23.454,23.301
87,23.454,23.563,23.305,23.454,23.301
88,23.454,23.563,23.305,23.454,23.301
89,23.454,23.563,23.305,23.454,23.301
90,23.454,23.563,23.305,23.454,23.301
91,23.454,23.563,23.305,23.454,23.301
92,23.454,23.563,23.305,23.454,23.301
93,23.454,23.563,23.305,23.454,23.301
94,23.454,23.563,23.305,23.454,23.301
95,23.454,23.563,23.305,23.454,23.301
96,23.454,23.563,23.305,23.454,23.301
97,23.454,23.563,23.305,23.454,23.301
98,23.454,23.563,23.305,23.454,23.301
99,23.454,23.563,23.305,23.454,23.301
100,23.454,23.563,23.305,23.454,23.301
101,23.454,23.563,23.305,23.454,23.301
102,23.454,23.459,23.305,23.454,23.301
103,23.454,23.459,23.305,23.454,23.301
104,23.454,23.459,23.305,23.454,23.301
105,23.454,23.459,23.305,23.454,23.301
106,23.454,23.459,23.305,23.454,23.301
107,23.454,23.459,23.305,23.454,23.301
108,23.454,23.459,23.305,23.454,23.301
109,23.454,23.459,23.305,23.454,23.301
110,23.454,23.459,23.305,23.454,23.301
111,23.454,23.459,23.305,23.454,23.301
112,23.454,23.459,23.305,23.454,23.301
113,23.454,23.459,23.305,23.454,23.301
114,23.454,23.459,23.305,23.454,23.301
115,23.454,23.459,23.305,23.454,23.301
116,23.454,23.355,23.305,23.454,23.301
117,23.454,23.355,23.305,23.454,23.301
118,23.454,23.355,23.305,23.454,23.301
119,23.454,23.355,23.305,23.454,23.301
120,23.454,23.355,23.305,23.454,23.301
121,23.454,23.355,23.305,23.454,23.301
122,23.454,23.355,23.305,23.454,23.301
123,23.454,23.355,23.305,23.454,23.301
124,23.454,23.355,23.305,23.454,23.301
125,23.454,23.355,23.305,23.454,23.301
126,23.454,23.355,23.305,23.454,23.301
127,23.454,23.355,23.305,23.454,23.301
128,23.454,23.355,23.305,23.454,23.301
