iteration,round_1,round_2,round_3,round_4,round_5
1,12.029,12.358,11.394,11.911,11.893
2,12.029,12.129,11.394,11.911,11.757
3,12.029,11.961,11.394,11.911,11.757
4,11.908,11.961,11.394,11.911,11.757
5,11.867,11.961,11.394,11.911,11.757
6,11.867,11.959,11.394,11.911,11.757
7,11.741,11.959,11.394,11.911,11.757
8,11.739,11.959,11.394,11.72,11.757
9,11.739,11.959,11.394,11.72,11.757
10,11.739,11.704,11.394,11.72,11.757
11,11.739,11.704,11.394,11.671,11.757
12,11.739,11.704,11.394,11.671,11.757
13,11.739,11.704,11.394,11.671,11.757
14,11.739,11.704,11.394,11.671,11.469
15,11.739,11.704,11.394,11.671,11.333
16,11.739,11.704,11.394,11.671,11.333
17,11.739,11.704,11.394,11.671,11.333
18,11.739,11.704,11.394,11.671,11.333
19,11.739,11.704,11.394,11.671,11.333
20,11.739,11.704,11.394,11.671,11.333
21,11.739,11.704,11.394,11.671,11.333
22,11.739,11.704,11.394,11.671,11.333
23,11.739,11.704,11.394,11.671,11.333
24,11.739,11.704,11.394,11.671,11.333
25,11.739,11.704,11.394,11.671,11.333
26,11.739,11.704,11.394,11.671,11.333
27,11.739,11.704,11.394,11.671,11.333
28,11.739,11.704,11.394,11.671,11.333
29,11.739,11.704,11.394,11.671,11.333
30,11.739,11.704,11.394,11.671,11.317
31,11.739,11.704,11.394,11.671,11.317
32,11.739,11.704,11.394,11.671,11.317
33,11.739,11.704,11.394,11.671,11.317
34,11.739,11.704,11.394,11.671,11.317
35,11.739,11.704,11.394,11.671,11.317
36,11.739,11.704,11.394,11.671,11.317
37,11.739,11.704,11.394,11.671,11.317
38,11.739,11.704,11.394,11.671,11.317
39,11.739,11.704,11.394,11.671,11.317
40,11.739,11.704,11.394,11.671,11.317
41,11.739,11.704,11.394,11.671,11.317
42,11.739,11.704,11.394,11.671,11.317
43,11.739,11.704,11.394,11.671,11.317
44,11.738,11.704,11.394,11.671,11.317
45,11.738,11.704,11.394,11.671,11.317
46,11.738,11.704,11.394,11.671,11.317
47,11.738,11.704,11.394,11.671,11.317
48,11.738,11.704,11.394,11.671,11.317
49,11.738,11.704,11.394,11.671,11.317
50,11.738,11.704,11.394,11.671,11.317
51,11.67,11.609,11.394,11.671,11.317
52,11.67,11.567,11.394,11.671,11.295
53,11.67,11.567,11.394,11.671,11.295
54,11.67,11.567,11.394,11.671,11.295
55,11.67,11.567,11.394,11.671,11.295
56,11.67,11.567,11.394,11.671,11.295
57,11.67,11.567,11.394,11.671,11.295
58,11.67,11.567,11.394,11.671,11.295
59,11.67,11.567,11.394,11.671,11.295
60,11.67,11.567,11.394,11.671,11.295
61,11.67,11.567,11.394,11.671,11.295
62,11.67,11.567,11.394,11.671,11.295
63,11.67,11.567,11.394,11.671,11.295
64,11.67,11.567,11.394,11.671,11.295
65,11.67,11.567,11.394,11.671,11.295
66,11.67,11.567,11.394,11.671,11.295
67,11.67,11.567,11.394,11.671,11.295
68,11.67,11.567,11.394,11.671,11.295
69,11.67,11.567,11.394,11.671,11.295
70,11.67,11.567,11.394,11.671,11.295
71,11.587,11.567,11.394,11.671,11.295
72,11.587,11.567,11.394,11.671,11.295
73,11.587,11.567,11.394,11.671,11.295
74,11.587,11.567,11.394,11.671,11.295
75,11.587,11.567,11.394,11.671,11.295
76,11.587,11.567,11.394,11.671,11.295
77,11.587,11.567,11.394,11.671,11.295
78,11.587,11.567,11.394,11.671,11.295
79,11.587,11.567,11.394,11.671,11.295
80,11.587,11.567,11.394,11.671,11.295
81,11.587,11.567,11.394,11.671,11.295
82,11.587,11.567,11.394,11.671,11.295
83,11.587,11.567,11.394,11.671,11.295
84,11.587,11.507,11.394,11.671,11.295
85,11.587,11.507,11.394,11.671,11.295
86,11.587,11.507,11.394,11.671,11.295
87,11.587,11.507,11.394,11.671,11.295
88,11.587,11.507,11.394,11.671,11.295
89,11.587,11.507,11.394,11.671,11.295
90,11.587,11.507,11.394,11.671,11.295
91,11.587,11.507,11.394,11.671,11.295
92,11.587,11.507,11.394,11.671,11.295
93,11.587,11.507,11.394,11.671,11.295
94,11.587,11.507,11.394,11.671,11.295
95,11.587,11.507,11.394,11.671,11.295
96,11.587,11.507,11.394,11.671,11.295
97,11.587,11.507,11.394,11.671,11.295
98,11.587,11.507,11.394,11.671,11.295
99,11.587,11.507,11.394,11.671,11.295
100,11.587,11.507,11.394,11.671,11.295
101,11.587,11.507,11.394,11.671,11.295
102,11.587,11.507,11.394,11.671,11.295
103,11.587,11.507,11.394,11.671,11.295
104,11.587,11.507,11.394,11.671,11.295
105,11.587,11.507,11.394,11.671,11.295
106,11.587,11.244,11.394,11.671,11.295
107,11.587,11.244,11.394,11.671,11.295
108,11.587,11.244,11.394,11.671,11.295
109,11.587,11.244,11.394,11.671,11.295
110,11.587,11.244,11.394,11.671,11.295
111,11.587,11.244,11.394,11.671,11.295
112,11.587,11.244,11.394,11.671,11.295
113,11.587,11.244,11.394,11.671,11.295
114,11.587,11.244,11.394,11.671,11.295
115,11.587,11.244,11.394,11.671,11.295
116,11.587,11.244,11.394,11.671,11.295
117,11.587,11.244,11.394,11.671,11.295
118,11.587,11.244,11.394,11.671,11.295
119,11.587,11.244,11.394,11.671,11.295
120,11.587,11.244,11.394,11.671,11.295
121,11.587,11.244,11.394,11.671,11.295
122,11.587,11.244,11.394,11.671,11.295
123,11.587,11.244,11.394,11.671,11.295
124,11.587,11.244,11.394,11.671,11.295
125,11.587,11.244,11.394,11.671,11.295
126,11.587,11.244,11.394,11.671,11.295
127,11.587,11.244,11.394,11.671,11.295
128,11.587,11.244,11.394,11.671,11.295
