iteration,round_1,round_2,round_3,round_4,round_5
1,26.794,26.707,26.409,23.902,25.159
2,26.794,25.371,24.682,23.902,25.128
3,23.858,25.371,24.682,23.902,25.11
4,23.671,25.371,24.682,23.902,25.11
5,23.671,25.371,24.682,23.902,24.423
6,23.671,25.371,24.47,23.902,24.423
7,23.671,25.371,24.47,23.902,24.423
8,23.671,25.371,24.47,23.902,24.423
9,23.671,25.371,24.47,23.902,24.423
10,23.671,24.24,24.47,23.902,24.423
11,23.671,24.24,24.47,23.902,24.423
12,23.671,24.24,24.47,23.902,24.423
13,23.671,24.24,24.47,23.497,24.423
14,23.671,24.24,23.856,23.497,24.423
15,23.671,24.24,23.856,23.497,24.423
16,23.671,23.89,23.856,23.497,24.423
17,23.671,23.682,23.856,23.497,24.423
18,23.671,23.682,23.856,23.497,24.423
19,23.671,23.682,23.856,23.497,24.423
20,23.671,23.682,23.856,23.497,24.423
21,23.671,23.682,23.856,23.497,23.78
22,23.671,23.682,23.856,23.497,23.78
23,23.671,23.682,23.856,23.497,23.78
24,23.671,23.682,23.856,23.497,23.78
25,23.671,23.682,23.856,23.497,23.78
26,23.671,23.682,23.856,23.497,23.78
27,23.671,23.682,23.856,23.497,23.78
28,23.671,23.682,23.856,23.497,23.78
29,23.671,23.682,23.856,23.497,23.78
30,23.671,23.682,23.856,23.497,23.78
31,23.671,23.682,23.856,23.497,23.78
32,23.671,23.682,23.856,23.497,23.78
33,23.671,23.682,23.856,23.497,23.78
34,23.671,23.682,23.856,23.497,23.78
35,23.671,23.682,23.856,23.497,23.78
36,23.671,23.682,23.856,23.497,23.78
37,23.671,23.682,23.856,23.497,23.78
38,23.671,23.682,23.856,23.497,23.78
39,23.671,23.682,23.856,23.497,23.78
40,23.671,23.682,23.856,23.497,23.78
41,23.671,23.682,23.856,23.497,23.78
42,23.671,23.682,23.856,23.497,23.676
43,23.671,23.682,23.856,23.497,23.676
44,23.671,23.682,23.856,23.497,23.676
45,23.671,23.682,23.856,23.497,23.676
46,23.616,23.682,23.856,23.497,23.676
47,23.616,23.682,23.856,23.497,23.651
48,23.616,23.682,23.665,23.497,23.651
49,23.616,23.682,23.665,23.497,23.651
50,23.616,23.682,23.665,23.497,23.651
51,23.616,23.682,23.665,23.497,23.651
52,23.616,23.682,23.665,23.497,23.651
53,23.616,23.682,23.665,23.497,23.651
54,23.616,23.682,23.665,23.497,23.651
55,23.616,23.682,23.604,23.497,23.651
56,23.616,23.682,23.604,23.497,23.651
57,23.616,23.682,23.604,23.497,23.651
58,23.616,23.682,23.604,23.497,23.651
59,23.616,23.682,23.604,23.497,23.651
60,23.616,23.682,23.604,23.497,23.651
61,23.616,23.682,23.604,23.497,23.651
62,23.616,23.682,23.604,23.497,23.651
63,23.567,23.682,23.604,23.497,23.651
64,23.567,23.682,23.604,23.497,23.651
65,23.567,23.682,23.604,23.497,23.651
66,23.567,23.682,23.604,23.497,23.651
67,23.567,23.682,23.604,23.497,23.651
68,23.567,23.682,23.604,23.497,23.651
69,23.567,23.682,23.604,23.497,23.651
70,23.567,23.682,23.604,23.497,23.651
71,23.567,23.682,23.604,23.497,23.651
72,23.567,23.682,23.604,23.497,23.651
73,23.567,23.682,23.509,23.497,23.651
74,23.567,23.682,23.509,23.497,23.651
75,23.567,23.682,23.509,23.497,23.651
76,23.567,23.682,23.509,23.497,23.651
77,23.567,23.682,23.509,23.497,23.651
78,23.567,23.682,23.509,23.497,23.651
79,23.567,23.682,23.509,23.497,23.651
80,23.567,23.682,23.509,23.497,23.651
81,23.567,23.682,23.509,23.497,23.651
82,23.567,23.682,23.509,23.497,23.651
83,23.567,23.682,23.509,23.497,23.651
