iteration,round_1,round_2,round_3,round_4,round_5
1,46.922,46.456,47.139,46.575,47.443
2,46.922,46.456,47.139,46.575,47.443
3,46.922,46.456,47.139,46.575,47.443
4,46.922,46.456,47.139,46.575,47.443
5,46.922,46.456,47.031,46.575,47.443
6,46.922,46.456,47.031,46.575,46.812
7,46.922,46.456,46.969,46.575,46.812
8,46.922,46.456,46.969,46.575,46.812
9,46.922,46.456,46.969,46.575,46.812
10,46.922,46.456,46.969,46.575,46.812
11,46.922,46.456,46.969,46.575,46.812
12,46.883,46.456,46.969,46.575,46.812
13,46.883,46.456,46.969,46.575,46.812
14,46.883,46.456,45.798,46.575,46.812
15,46.883,46.456,45.798,46.575,46.812
16,46.883,46.456,45.798,46.575,46.812
17,46.883,46.456,45.798,46.575,46.67
18,46.883,46.456,45.798,46.575,46.67
19,46.883,46.456,45.798,46.575,46.67
20,46.883,46.456,45.798,46.575,46.67
21,46.883,46.456,45.798,46.575,46.667
22,46.883,46.456,45.798,46.575,46.667
23,46.883,46.456,45.798,46.575,46.667
24,46.883,46.456,45.798,46.575,46.667
25,46.883,46.456,45.798,46.575,46.667
26,46.883,46.456,45.798,46.575,46.667
27,46.883,46.456,45.798,46.575,46.667
28,46.883,46.456,45.798,46.575,46.667
29,46.883,46.456,45.798,46.575,46.667
30,46.883,46.456,45.798,46.575,46.667
31,46.511,46.456,45.798,46.575,46.667
32,46.511,46.456,45.798,46.575,46.667
33,46.511,46.456,45.798,46.575,46.667
34,46.511,46.456,45.798,46.575,46.667
35,46.511,46.456,45.798,46.575,46.667
36,46.511,46.456,45.798,46.575,46.667
37,46.511,46.456,45.798,46.575,46.667
38,46.511,46.456,45.798,46.575,46.667
39,46.511,46.456,45.798,46.575,46.667
40,46.511,46.456,45.798,46.575,46.667
41,46.511,46.456,45.798,46.575,46.667
42,46.511,46.456,45.798,46.575,46.667
43,46.511,46.456,45.798,46.575,46.666
44,46.511,46.456,45.798,46.575,46.666
45,46.511,46.456,45.798,46.575,46.666
46,46.511,46.456,45.798,46.575,46.666
47,46.511,46.456,45.798,46.575,46.666
48,46.511,46.456,45.798,46.575,46.666
49,46.511,46.456,45.798,46.575,46.666
50,46.511,46.456,45.798,46.575,46.666
51,46.511,46.456,45.798,46.575,46.666
52,46.511,46.456,45.798,46.575,46.666
53,46.511,46.456,45.798,46.575,46.666
54,46.511,46.456,45.798,46.575,46.666
55,46.511,46.456,45.798,46.575,46.666
56,46.511,46.456,45.798,46.575,46.666
57,46.511,46.456,45.798,46.575,46.666
58,46.511,46.456,45.798,46.575,46.666
59,46.511,46.456,45.798,46.575,46.666
60,46.511,46.456,45.798,46.575,46.666
61,46.511,46.456,45.798,46.575,46.666
62,46.511,46.456,45.798,46.575,46.666
63,46.511,46.456,45.798,46.575,46.666
64,46.511,46.456,45.798,46.575,46.666
65,46.511,46.456,45.798,46.575,46.666
66,46.511,46.456,45.798,46.575,46.666
67,46.511,46.456,45.798,46.575,46.666
68,46.511,46.456,45.798,46.575,46.666
69,46.511,46.456,45.798,46.575,46.666
70,46.511,46.456,45.798,46.575,46.666
71,46.511,46.456,45.798,46.575,46.666
72,46.511,46.456,45.798,46.575,46.666
