iteration,round_1,round_2,round_3,round_4,round_5
1,54.936,54.225,57.246,54.057,54.475
2,54.423,54.225,54.252,54.057,54.475
3,53.982,54.225,54.252,54.057,54.266
4,53.982,54.225,54.252,54.057,54.266
5,53.982,54.225,54.252,54.057,54.266
6,53.982,54.225,54.252,54.057,54.266
7,53.982,54.225,54.252,54.057,54.266
8,53.982,54.225,54.252,54.057,54.266
9,53.982,54.225,54.252,54.057,54.266
10,53.982,54.225,54.252,54.057,54.266
11,53.982,54.225,54.252,54.057,54.266
12,53.982,54.225,54.252,54.057,54.266
13,53.982,54.225,54.252,54.057,54.266
14,53.982,54.225,54.252,54.057,54.266
15,53.982,54.225,54.252,54.057,54.266
16,53.982,54.225,54.173,54.057,54.266
17,53.982,54.225,54.173,54.057,54.266
18,53.982,53.971,54.173,54.057,54.266
19,53.982,53.971,54.173,54.057,54.266
20,53.982,53.971,54.173,54.057,54.134
21,53.982,53.971,54.173,54.057,54.134
22,53.982,53.971,54.173,54.057,54.134
23,53.982,53.971,54.173,54.057,54.134
24,53.982,53.971,54.115,54.057,54.134
25,53.982,53.971,54.115,54.057,54.134
26,53.982,53.953,54.115,54.057,54.134
27,53.982,53.953,54.115,54.057,54.134
28,53.982,53.953,54.115,54.057,54.126
29,53.982,53.953,54.115,54.057,54.126
30,53.982,53.953,54.115,54.057,54.126
31,53.982,53.953,54.115,54.057,54.126
32,53.982,53.953,54.115,54.057,54.069
33,53.982,53.953,54.115,54.057,54.069
34,53.982,53.953,54.115,54.057,54.069
35,53.982,53.953,54.115,54.057,54.052
36,53.982,53.953,54.115,54.057,54.052
37,53.982,53.953,54.009,54.057,54.052
38,53.982,53.953,54.009,54.057,54.052
39,53.982,53.953,54.009,54.057,54.052
40,53.982,53.953,54.009,54.057,54.052
41,53.982,53.953,54.009,54.057,54.052
42,53.982,53.953,54.009,54.057,54.052
43,53.982,53.953,54.009,54.057,54.052
44,53.982,53.953,54.009,54.057,54.052
45,53.982,53.953,54.009,54.057,54.052
46,53.982,53.953,54.009,54.057,54.052
47,53.982,53.953,54.009,54.057,54.052
48,53.982,53.908,54.009,54.057,54.052
49,53.982,53.908,54.009,54.057,54.052
50,53.982,53.908,54.009,54.057,53.952
51,53.982,53.908,54.009,54.057,53.952
52,53.982,53.908,54.009,54.057,53.952
53,53.982,53.908,54.009,54.057,53.952
54,53.982,53.908,54.009,54.057,53.952
55,53.982,53.908,54.009,54.057,53.952
56,53.982,53.908,54.009,54.057,53.952
57,53.982,53.908,54.009,54.057,53.952
58,53.982,53.908,54.009,54.057,53.952
59,53.982,53.908,54.009,54.057,53.952
60,53.982,53.908,54.009,54.057,53.952
61,53.982,53.908,54.009,54.057,53.952
62,53.982,53.908,54.009,54.057,53.952
63,53.982,53.908,54.009,54.057,53.952
64,53.982,53.908,54.009,54.057,53.952
65,53.982,53.908,54.009,54.057,53.952
66,53.982,53.908,54.009,54.057,53.952
67,53.982,53.908,54.009,54.057,53.952
68,53.982,53.908,54.009,54.057,53.952
69,53.982,53.908,54.009,54.057,53.952
70,53.982,53.908,54.009,54.057,53.952
71,53.982,53.908,54.009,54.057,53.952
72,53.982,53.908,54.009,54.057,53.952
73,53.982,53.908,54.009,54.057,53.952
74,53.982,53.908,54.009,54.057,53.952
75,53.982,53.908,54.009,54.057,53.952
76,53.982,53.908,54.009,54.057,53.952
77,53.982,53.908,54.009,54.057,53.952
78,53.982,53.908,54.009,54.057,53.952
79,53.982,53.908,54.009,54.057,53.952
80,53.982,53.908,54.009,54.057,53.952
81,53.982,53.908,54.009,54.057,53.952
82,53.982,53.908,54.009,54.057,53.952
83,53.982,53.908,54.009,54.057,53.952
84,53.982,53.908,54.009,54.057,53.952
85,53.982,53.908,54.009,54.057,53.952
86,53.982,53.908,54.009,54.057,53.952
87,53.982,53.908,54.009,54.057,53.952
88,53.982,53.908,54.009,54.057,53.952
89,53.982,53.908,54.009,54.057,53.952
90,53.982,53.908,54.009,54.057,53.952
91,53.982,53.908,54.009,54.057,53.952
92,53.982,53.908,54.009,54.057,53.952
93,53.982,53.908,54.009,54.057,53.952
94,53.982,53.908,54.009,54.057,53.952
95,53.982,53.908,54.009,54.057,53.952
96,53.982,53.908,54.009,54.057,53.952
97,53.982,53.908,54.009,54.057,53.952
98,53.982,53.908,54.009,54.057,53.952
99,53.982,53.908,54.009,54.057,53.952
100,53.982,53.908,54.009,54.057,53.952
101,53.982,53.908,54.009,54.057,53.952
102,53.982,53.908,54.009,54.057,53.952
103,53.982,53.908,54.009,54.057,53.952
104,53.982,53.908,54.009,54.057,53.952
105,53.982,53.908,54.009,54.057,53.952
106,53.982,53.908,54.009,54.057,53.952
107,53.982,53.908,54.009,54.057,53.952
108,53.982,53.908,54.009,54.057,53.952
109,53.982,53.908,54.009,54.057,53.952
110,53.982,53.908,54.009,54.057,53.952
111,53.982,53.908,54.009,54.057,53.952
112,53.965,53.908,54.009,54.057,53.952
113,53.965,53.908,54.009,54.057,53.952
114,53.965,53.908,54.009,54.057,53.952
115,53.965,53.908,54.009,54.057,53.952
116,53.965,53.908,54.009,54.057,53.952
117,53.965,53.908,54.009,54.057,53.952
118,53.965,53.908,54.009,54.057,53.952
119,53.965,53.908,54.009,54.057,53.952
120,53.965,53.908,54.009,54.057,53.952
121,53.965,53.908,54.009,54.057,53.952
122,53.965,53.908,54.009,54.057,53.952
123,53.965,53.908,54.009,54.057,53.952
124,53.965,53.908,54.009,54.057,53.952
125,53.965,53.908,54.009,54.057,53.952
126,53.965,53.908,54.009,54.057,53.952
127,53.965,53.908,54.009,54.057,53.952
128,53.965,53.908,54.009,54.057,53.952
