iteration,round_1,round_2,round_3,round_4,round_5
1,145.482,146.69,139.959,139.385,145.462
2,145.482,140.238,139.959,139.385,140.41
3,145.482,140.238,139.959,139.385,139.817
4,140.204,140.238,139.959,139.385,139.817
5,139.795,140.238,139.959,112.095,139.405
6,139.436,140.238,139.431,112.095,139.405
7,139.436,140.238,139.431,112.095,139.405
8,139.436,140.238,139.431,112.095,139.405
9,139.436,140.238,139.431,112.095,139.405
10,139.436,140.238,139.431,112.095,139.405
11,139.436,140.238,139.431,112.095,139.405
12,139.436,140.216,139.431,112.095,139.405
13,139.436,140.216,139.431,112.095,139.215
14,139.119,140.216,139.431,112.095,139.215
15,139.119,140.216,139.431,112.095,139.215
16,139.119,140.216,139.431,112.095,139.215
17,139.119,139.383,139.431,112.095,139.215
18,139.119,139.383,139.409,112.095,139.215
19,139.119,139.383,139.409,112.095,139.215
20,139.119,139.383,139.409,112.095,139.215
21,139.119,139.383,139.409,112.095,139.215
22,139.119,139.383,139.409,112.095,139.215
23,139.119,139.383,139.409,112.095,139.215
24,139.119,139.383,139.359,112.095,139.215
25,139.119,139.383,139.359,112.095,139.215
26,139.119,139.383,139.359,112.095,139.215
27,139.119,139.383,139.359,112.095,138.907
28,139.119,139.383,139.359,112.095,138.907
29,139.119,139.383,111.203,112.095,111.546
30,139.119,139.383,111.203,112.095,111.546
31,139.119,139.383,111.203,112.095,111.546
32,139.119,139.383,111.203,112.095,111.546
33,139.119,139.383,111.203,112.095,111.546
34,139.119,139.383,111.203,112.095,111.546
35,139.119,139.383,111.203,112.095,111.546
36,139.119,139.383,111.203,112.095,111.546
37,139.119,139.383,111.203,112.095,111.546
38,139.119,139.383,111.203,112.095,111.546
39,139.119,139.383,111.203,112.095,111.546
40,139.119,139.383,111.203,112.095,111.546
41,139.119,139.383,111.203,112.095,111.546
42,139.119,139.383,111.203,112.095,111.546
43,139.119,139.383,111.203,112.095,111.546
44,139.119,139.287,111.203,112.095,111.546
45,139.119,139.287,111.203,112.095,111.546
46,139.119,139.262,111.203,112.095,111.546
47,139.119,139.217,111.203,112.095,111.546
48,139.054,139.217,111.203,112.095,111.546
49,139.054,139.217,111.203,112.095,111.546
50,139.054,139.005,111.203,112.095,111.546
